ID,Description,Entry_ID,Media_IDs,Semantic_Domain,alt_translation1,alt_translation2
SN002153,interrogative particle of insistence: well?,ru_5,9e3cf86727367f4e03091c3172da7b15,grammatical - interrogative,partícula interrogativa de insistencia: pues?,Fragepartikel des Nachdruckes: denn?; doch?
SN002154,tail,rugwai,b219ff4c46d8c84500758709967183ce,animal - body part,cola,Schwanz; Schweif
SN002155,slope; hillside,LX001289,682b47d0f43788c0ad0013c8938b85fa,environment,pendiente; cuesta,Hang; Seitenfläche; Abhang
SN002156,NEG.CF: negation of a focussed constituent,LX001290,,grammatical - polarity,NEG.CF: negación de constituyente focalizado,"Negationspartikel, fokussiert"
SN002157,increase; add; mix,rumo,5b25eab48d8a9692bf6812803dde5fc1,activity,aumentar; añadir; entreverar,vermehren; dazumischen
SN002158,"remnant, rest",LX001291,a459632946602e1e3f0f262e86c6d081,other,resto,Rest; Überbleibsel
SN002159,seemingly; maybe; probably,rungatu,0a7ebed1e9d9efdbbd921a2c3edf52f4,grammatical,parece; de repente; probablemente,scheinbar; vielleicht; wahrscheinlich
SN002160,place where something is located,rupa_1,e1e835ea8132925611c68b0cc47d2333,location,lugar donde está situado algo,"Ort, wo etwas liegt"
SN002161,bed,rupa_2,e1e835ea8132925611c68b0cc47d2333,object - household; location,cama,Bett
SN002162,stab,rupana,,activity,dar punzada,erstechen
SN002163,LOC.PL: postposition for a plural locative: along; according; with,rupi,4a112765fa4d2f56311644addcd84679 ; 8eccd4ee3b672c5bdbaa86b57b1d67b7,grammatical,"LOC.PL: posposición: a lo largo, de locativo plural: hacia; conforme; con",Postposition für plural Lokativ: längs hin; gemäß; mit
SN002164,butcher; murderer,rupiar,554aa3e6798a95a889d818a8fb4ee36c,social relations; human - profession,carnicero; asesino,Schlächter; Mörder
SN002165,company; the ones who accompany,rupindar,80553e133094d1f31946d91c71e4ad16,social relations; human,compañía; los que acompañan,"Begleitung; diejenigen, die mitkommen"
SN002166,temporal postposition: as soon as; in the moment when; when; approximately at; close,rupive,eddf5491332c923fe2418457496dae1e,grammatical,posposición temporal: en cuanto; cuando; junto con; aproximadamente; cerca de,temporale Postposition; sobald als; zusammen mit; im Augenblick da; ungefähr um; circa; nahe an
SN002167,egg,LX001292,57cc58647bea6f98dfc78ab8a09a5383,animal - bird; animal - offspring; food & drink,huevo,Ei; Eier
SN002168,backside,LX001293,927f1e4962d40c074cbf4dd49929a5b2,other,parte trasera de una cosa,Hinterteil einer Sache
SN002169,bring more; bring again; bring further,ruri,84e247c403b59de3668ffe34a7d3d0d7,activity,traer más; volver a traer; traer adelante,mehr bringen; nochmals etwas bringen; etwas weiter bringen
SN002170,blastoma; abscess,ruru,73c16d5db00bdce19e7e01937ae3928c,health,puchiche; absceso,Geschwulst; Abszess
SN002171,"big, variant of gwasu",rusu,9e816c81b9913d54d9b39d19786ca748,state - size & shape; property,"grande, variante de gwasu","groß, Variante von gwasu"
SN002172,very,rutei,a900ce106228cb90802a1fd59aaa48ad,quantity,muy,sehr
SN002173,immense; chief,ruvicha,9f0ec09802bbc954ac3401185b4ded42,social relations; human - profession,inmenso; jefe,riesig; Chef
SN002174,heart of herbs; soft parts,LX001294,0be4fef1e4ac2e1623a57063a76d2d88,plant - part,corazón de hierba; parte blanda,Herz der Kräuter; Weichteile
SN002175,black,LX001295,00c46af2b48b2421045adbdaf65ef9fa,colour,negro,schwarz
SN002176,sting,LX001296,9ebf34012b1c2e0d2ad9a1d23f23aa05,activity,picar,stechen
SN002177,beat,LX001297,7628e52aeea982b97bed4ff1ddc200bd,other,golpe,Schlag
SN002178,"fur, pelt, pelage, wool, feathers, fluff",sa_1,4146370155083f9a2a4a5a4dab9c0d73,body part,"pellejo, piel, vello, lana, plumas, pelusa","Fell, Pelz, Behaarung, Wolle, Federn, Flaum"
SN002179,ear (of grains),sa_2,1cc9d2b37affaa761f5e787e3e47ed49,plant - fruit,espiga,Ähre
SN002180,attentive; foresee,saena,,state,atento; prevenir,aufmerksam; vorausschauen
SN002181,mythological name of the first Tamoï of the Guarayos,sagwagwayu,f5aa2749f4715b94c4ff882356b4a05d,religion & spirituality; name,nombre mitológico del primer Tamoï de los Guarayos,mythologischer Name des ersten Tamoï der Guarayos
SN002182,"not full, three quarters full (bottle etc.)",sagwe,057e7f66e2cb9a57f09573efd4d4f58f,quantity,"no lleno, tres cuartos lleno (botella etc.)","nicht voll, dreiviertel voll (Flasche etc.)"
SN002183,wool; feather,sagwer,a1148c85274332cce095208cef9b0dd4,body part,lana; pluma,"Wolle, Feder"
SN002184,"acetic, acid, become sour; excited (man)",LX001298,54a61262e7f035a6fd936b1e6d04d556,property,"acético, ácido, agriado; exitación del hombre",essigsauer; versäuert; sauer geworden; geil sein
SN002185,"make a line, crack",sai_1,807efdc23769795ee2fb150f676a6d70,activity,"hacer una linea, ranura","eine Linie, einen Kratzer machen"
SN002186,hot; bitter; sour; strong like chicha,sai_2,3099d71e60d7cfdf635a2f1c1e4d48e1 ; 68844c592f2d47fdd5d54a816a0eadbf,property,picante; amargo; ácido; intenso como chicha,"scharf, bitter, essigsauer, stark wie Chicha"
SN002187,roast,saimbe_1,45ddebbb8aba7e898a5f290584a8ec6e,activity,tostar,rösten
SN002188,sharp; rough,saimbe_2,1dcbede2d6812ae81046d9dc7c75d25e,property,áspero; filo,rau
SN002189,file; sharpen,LX001299,0521671a4d2019fd2d1d2aad618c149d,activity,lijar; afilar,"schleifen, schärfen"
SN002190,gums,saimbir,8e84bad1fbfa0821c249b52be39b9e60,body part - organ,encía,Zahnfleisch
SN002191,grunt,saimbu,e180bf4bd5144ceee73263fb6f74873a,sound,gruñido,Grunzen
SN002192,"canine tooth, fang; long tooth",saimbuku,e4b23d251a1c93a497d4a6a41dbd4e11,body part,"canino, colmillo; diente largo","Eckzahn, Hauer der Tiere; langer Zahn"
SN002193,a species of fish,sainka,,animal - fish,una especie de pez,eine Fischart
SN002194,ginger,saipotai,,plant; food & drink,jengibre,Ingwer
SN002195,nest (of birds),LX001300,0c37f49a533580c9cf8ca600c8403a50,animal - house,nido (de las aves),Nest (Vogelnest)
SN002196,scent of chicha,saivu,60c54fe3d1b3b26ab4114f7b99d5e804,property,aroma de chicha,Chichaduft
SN002197,"disperse, scatter",LX001301,af32cac764a49271625372dcc4987f3e,activity,"derramarse, diseminar","verstreuen, auslaufen"
SN002198,"barely, hardly, almost not",LX001302,70043e55364628fb66b872cfa5144200,manner,"apenas, escasamente, casi no","kaum, halb, mit Mühe, fast nicht"
SN002199,tooth; fang,LX001303,c907ebc4aa41967f7934ad69ca4aa553,body part - organ,diente; colmillo,Zahn; Hauer
SN002200,covering tooth (a tooth that grows above another one); surplus,LX001304,593632a0d00eef2eb6175a5675ce9310,body part; other,diente cubriente (un diente que crece encima de otro); supernumerario,Überzahn; überzählig
SN002201,a species of fish,LX001305,b8544fec88095b63ad18e5f71b82df45,animal - fish,una especie de pez,Fischart
SN002202,chippings,LX001306,ba46596e9f9ff420381e6824ad5797cb,object,"astilla, desperdicio","Späne, Abfälle einer Sache"
SN002203,piece,LX001307,37056fd4b0fa2bafd816fe5bd71b41af,object,pedazo,Stück
SN002204,roast,LX001308,,activity,tostar,rösten
SN002205,love,LX001309,ac71fcf5addc23a48aab73df626415cc ; 5ce75fe639ad031d6409de09c037acfd,activity,amar,lieben
SN002206,drizzle,LX001310,165aefdc9a02c2e22ba913803b11d9bd,activity,lloviznar,nieseln
SN002207,white wood,LX001311,300a0da03e200be3097cd3005604ac27,plant - part,madera blanca,weißes Holz
SN002208,predict,LX001312,f25c42c0cf11e8ed0c697c01f6b03abd,activity - speech,pronosticar,vorhersagen
SN002209,supersticion; fortune telling,LX001313,87dbb4a63ae7362d95d7d81f5dc8ea2c,culture; religion & spirituality,superstición; profecía,Aberglaube; Wahrsagerei
SN002210,belly; front,sakape,35b56622aff95e66e0533a2d604d9711,body part; location,parte frente; barriga,Bauch; Vorderseite des Leibes
SN002211,behind,LX001314,9c22b68bcc8e1ba5c6f5e9dfa15aabf6,location,detrás,hinter
SN002212,groins,sako,77a376f7abaa0c4043332a5ea4ce9d75,body part,horma,Leisten
SN002213,"heat, warmth, fever",saku,e345ae2aeb6d088a28521995287ea939,property; health,"calor, fiebre","Hitze, Wärme, Fieber"
SN002214,sweat,sakuvo,c816320f28f7e48ed0cb6b4d6ec670fe,state,sudar,schwitzen
SN002215,"point, tip, top",LX001315,d0e42c7a83ff87c8ea1b80c446cbdb2e,size & shape,punta,"Spitze, Zipfel"
SN002216,shell of a snail,samba,ae4f23e38f63ac822e4f8a81768b9fc9,animal - body part,concha de caracol,Schneckenhaus der Turu-Schnecke
SN002217,wall,LX001316,ffc60bbe1da803b4618f85e9d22b2dc0,construction,"pared, muro","Wand, Mauer"
SN002218,a species of fish,sambore,8f933b4ed7cf0d1710a6ac73def10907,animal - fish,"serepapita, una especie de pez",Fischart
SN002219,tear off,sando,1efdfbad4ae1a0fe98dd495d2a3c7813,activity,arrancar,abreißen
SN002220,rotten smell,sao,5f6a8b2d0373c84674a2099572938555,property,olor podrido,verfaulter Geruch
SN002221,bow,sapar,969a13743f30dfd50b5b2cd19b9c6f36,object - hunt,arco,Bogen
SN002222,cockscomb,saparera,06223965798206ebfe61520a0845027c,body part; animal - body part,cresta,Hahnenkamm
SN002223,shoe,sapatu,a96aefa08e4b7eda7ab3284016e30f0e,clothes,zapato,Schuh
SN002224,singe,sape,d070dc0e6cde825b8c90d1f423ab7d86,activity,chamuscar,versengen
SN002225,"frequent, visit frequently",sapeko,e27717e7a75ec4cf1bd5b5fbba554aac,activity,"frecuentar, visitar con frecuencia","besuchen, häufig besuchen"
SN002226,butcher,sapeo,666919fa73410858aa0e3fe8ab4fec20,activity,carnear,aufschlitzen
SN002227,encounter,sapepe,c731288b464506db721b91ea9d97cf55,activity,encontrar,treffen
SN002228,path,saper,f8deaa8083b064eb355a33b3b1e76386,location,camino,Weg
SN002229,vagina,LX001317,33a1697bc2e865aba3a7afd40e393b83,body part - organ,vagina,Vagina
SN002230,of the same group; of the same species or sex,sapichar,7e2bcc8001ba795e6e37faa7fb35b085,other; social relations,del mismo grupo; del mismo género o sexo,aus derselben Gruppe; von der gleichen Gattung; vom selben Geschlecht
SN002231,genitals (of men and women),LX001318,4fdb6ecb75e2077eb5b66abf23f3a44c,body part - organ,genitales (de hombre y mujer),Geschlechtsorgan (von Mann und Frau)
SN002232,genitals,LX001319,,body part - organ,genitales,Genitalien
SN002233,lament,LX001320,ef4337678b36b83a5d451da7fae3f34e,activity,lamentar,beklagen
SN002234,burn,LX001321,2d6bc7449e20d7eb8d41c9e674a840a2,activity,quemar,verbrennen
SN002235,genitals,LX001322,6ef065d4888147159f21a654d19f9d3f,body part - organ,genitales,Geschlechtsteil
SN002236,inner side; back side,LX001323,c14988ebf501b90fba78552caec45728,other,lado interior; lado de atrás,Innenseite; Rückseite
SN002237,genitals (female),LX001324,f4d8d0f7e9033b6a253b767b56f92d10,body part - organ,genitales (mujer),Geschlechtsteil (Frau)
SN002238,close eyes,LX001325,630fb9a30d3aa20266a9817dced466ea,activity,cerrar ojos,Augen schließen
SN002239,root,sapo,545b69baf5b19eb25a93bf9ede1ce4da,plant - part,raíz,Wurzel
SN002240,pull out,LX001326,98165dd31a281219f7fc44a6724f58fc,activity,arrancar,ausreißen
SN002241,sing,sapukai,29c94282b11de8503523bc89f9823d82,activity,cantar,singen
SN002242,a species of caterpillar (in feathers),sarapara,,animal,una especie de gusano (en las plumas),eine Raupenart (in Federn)
SN002243,"a species of fish, eel",sarapo,c29f9222b2138fbe947e2835ae73f05b,animal - fish,"pez cuchillo, una especie de pez",Fischart
SN002244,a species of ant,sarasara,7102813d542574a06aebc6ee7b885aaf,animal - insect,una especie de hormiga,Ameisenart
SN002245,a species of ant,sarasara_gwasu,7102813d542574a06aebc6ee7b885aaf,animal - insect,una especie de hormiga,Ameisenart
SN002246,a species of ant,sarasara_mini,7102813d542574a06aebc6ee7b885aaf,animal - insect,una especie de hormiga,Ameisenart
SN002247,search,sareko,4f4f774af887803586b763e034e020b0,activity,buscar,suchen
SN002248,"bunch of fruits, cob",LX001327,e509b0362c0cabc2b5168431832932f7,plant - part,"penga, mazorca, espiga","Fruchtbüschel, Traube, Kolben, Zapfen"
SN002249,"pierce, cross, pass",sasa,343a1dd4c436dce75c47459db253f27d,activity,"perforar, cruzar, pasar","durchstechen, überqueren, hindurchgehen"
SN002250,whole; eternal,sasavi,4a7866fd469a139fb492e4a68409763d,property,entero; eterno,"ganz, unendlich"
SN002251,tiredness,LX001328,9a7c6d50b7af3f3e5f6b6013b6408105,body function,cansancio,Müdigkeit
SN002252,intestinal worm; worm; weevil,sasoi,187494b8ec00ce1271a84a276459f439,animal,lombriz intestinal; gusano; gorgojo; corcona; polilla,Eingeweidewurm; Motte; Wurm der Bäume und Früchte
SN002253,hole made by worms,sasoikwar,ef1e496e4fda28875a9a14c7d816a4f2,other,hueco hecho por gusano,"Wurmloch, Gänge der Würmer"
SN002254,fire,sata,85fa8ad56094950d9e740927f34a6088,other,fuego,Feuer
SN002255,rest; remnant; sediment,LX001329,6533bcfff117b9ed5d1b14f921e05902,other,resto; sedimento,Rest; überbleibsel; Bodensatz
SN002256,cheek,LX001330,f618b52dd324eab7915ad1c5f57b1c64,body part,mejilla,Wange
SN002257,drunk,LX001331,166445384fa2628a6fc57563b8e31ee3 ; 38d18141e23029ff1990d814b3ea8c26,state,borracho,betrunken
SN002258,"open, remove lid, uncap",LX001332,,activity,destapar,"öffnen, Deckel abnehmen"
SN002259,singe,savere,,activity,chamuscar,versengen
SN002260,pluck birds; remove hair of an animal with ashes,LX001333,273e574d0c8c772fdedf5acc2a58568b,activity,desplumar; quitar el pelo del cuero con ceniza,rupfen (Vogel); das Fell mit Asche entfernen
SN002261,"wool, fur, hair, plumage",saviyu,1e771045aacbccb378478093082659f0,body part,"lana, pellejo, vello, plumaje","Wolle, Fell, Behaarung, Gefieder"
SN002262,bad smell,LX001334,32204d403ba5575a05d8a7bc09ae223b,property,mal olor,schlechter Geruch
SN002263,a species of mouse,LX001335,2cf61efb03ef7cb312998c75f9c57098,animal - mammal,una especie de ratón,Mausart
SN002264,vole,LX001336,982b4c8dee0b1bfbc42f6ca70b54ac62,animal - mammal,rata campañol,Wühlrattenart
SN002265,scale fish,LX001337,e030969c8b0a57acfe74b9afe9036d98,activity,descamar,entschuppen (Fisch)
SN002266,pluck birds,LX001338,0869da77af90b4ba0feb23436d2e85e2,activity,desplumar,rupfen (Vogel)
SN002267,a species of bird,saya,2dbd7354d2eebb33953633dc46036176,animal - bird,"sayubú, una especie de pájaro",Vogelart
SN002268,jaw,LX001339,3c75b03b12f837129de65d301d0e2010,body part,mandíbula,Kiefer
SN002269,diagonally ahead,LX001340,8b7166eb6d7e6c8dc5dc3f4d6c22ea5c,location,adelante por un lado,schräg nach vorne
SN002270,nerve; vein,sayu,a47bf44e893c773b0599e106af5e177c,body part - organ,nervio; vena,Nerv; Vene; Ader
SN002271,image; measure; signal; similarity,LX001341,9aaf7ed06b067c2704f46e0cbfa96270 ; 41fd81294184261a6364c73c15b2bff5,object; other,imagen; medida; señal; semejanza,Bild; Maß; Signal; ähnlichkeit; Ebenbild
SN002272,"seed, grain",LX001342,9ce2d13647f383d6ce5ee2c2066ee496,plant - seed,"semilla, grano","Same, Korn"
SN002273,"attempt, try; examine",LX001343,e2328bce12d753fe0486431625d8b559,activity,"probar, intentar; examinar",versuchen; probieren; untersuchen
SN002274,"string, rope, cord",LX001344,2934719804ae415eff11428fdcdc9125,object,"cuerda, soga, cordón","Schnur, Strick, Leine"
SN002275,wait,LX001345,cb82c7d48e6285c8caa3bd4d214f1ce1,activity,esperar,warten
SN002276,"thorn, horn, sting, fork",LX001346,eeddafe4cd9cfb87e0c464934fbe3e18,object; animal - body part; plant - part,"espina, cacho, aguijón, tenedor","Dorn, Horn, Stachel, Gabel, Spieß"
SN002277,branch,LX001347,85a49c46bb587840309d8a7d53ad7482,plant - part,rama,Ast
SN002278,"spoil, harm",LX001348,09e07a20d9ad06e63e29c8065bbf01b2,activity,dañar,"ich verderbe sie durch Hexerei, verhexe es, tue ihm etwas an, schade ihm"
SN002279,scream,LX001349,1f80ca585e6759824071a517ee4db7ec,action; sound,grito,Schrei
SN002280,"hard, strong, solid",LX001350,554d24e7aabc4e3d383689c49a0a4a96,state - quality,"duro, fuerte, resistente","hart, stark, fest"
SN002281,mouldy,LX001351,1ee8ef98ca72bf7d93af8155eff0ebb9 ; 840dfe730c21c0b262b5764cffe8375b,other,moho,Schimmeln
SN002282,"measure, weigh",LX001352,9aaf7ed06b067c2704f46e0cbfa96270 ; 41fd81294184261a6364c73c15b2bff5,activity,"pesar, medir","messen, wiegen"
SN002283,wash; bathe,sei_1,28a5581c83396701af66a1586705c08c ; a6e2454168a2694f11e2a90fe2cdc5bb,activity,lavar; bañar,waschen
SN002284,enter,seikie,3b238995d771c766d44eb763e735a461,activity,entrar,eintreten
SN002285,anus,seikwar,cd19e5c91bd01c5c62c454a1abcf5a76,body part,ano,Anus
SN002286,younger sister (of a man); niece (of a man),LX001353,dc29c625d09a58d289fa550003b5dbed,kinship,hermana menor (de un hombre); sobrina (de un hombre),jüngere Schwester (eines Mannes); Nichte (eines Mannes)
SN002287,washer,seisar,a2b64df13a9fbc3f00d8b32ee3fc74ee,human - profession,lavandero/-a,Wäscher/-in
SN002288,washing water (after washing),seitagwer,fcb9259337cbfaa30660eb5877c38462,other,agua de lavado (después de lavar),Waschwasser (nach dem Waschen)
SN002289,corncob without grains,LX001354,,plant - part,"marlo, espiga sin granos",Maikolben ohne Körner
SN002290,domestic animal (3),LX001355,0ece492c337d5d8c81bf6339e8929163,animal,animal doméstico (3),Haustier (3)
SN002291,spindle whorl,LX001356,69fb678aed4898bc60149a663bd20ef8,object,peso del huso,Spinnwirtel
SN002292,search,seka,555ca5870dd9243f4989c424a336b655,activity,buscar,suchen
SN002293,stingy,LX001357,ece8aa8b446ef2349cc5dc581705bbeb,property,"mezquino, tacaño",geizig
SN002294,strip off; peel; remove,LX001358,7651fea7a34f681247a501358a4d80a2 ; 855c95d19847a29d7465ea7da9c2f427,activity,arrancar; pelar; quitar,abreißen; schälen; wegnehmen
SN002295,live; be,seko,,activity,vivir; estar,leben; sein
SN002296,different life,LX001359,c9e82d3b83c6131bac24ac5a0938b436,state,"vida, comportamiento diferente",unterschiedliches Benehmen
SN002297,good behaviour,LX001360,c9e82d3b83c6131bac24ac5a0938b436,state,comportamiento bueno,gutes Benehmen
SN002298,"experienced, have skills",LX001361,,state,tener experiencia,Erfahrung haben
SN002299,skill,LX001362,383f347d5c70fa3d1111cd363ae5e15a,property,habilidad,Geschicklichkeit
SN002300,that's how they are,seko_ite,ec0c8a392de4d86ec56ecf43f9605f15,state,así son,"so sind sie, das ist ihre Art"
SN002301,"permanent, enduring",seko_puku,2d7d06eb103524a7fa7e46fb1d608b41,property,"permanente, duradero",dauerhaft; beständig
