ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs,alt_translation1,alt_translation2
XV001115,gyr,che a'a ndepose,,,I lie down beside you,,,Hoeller 1929:86,SN001960,yo me acuesto a tu lado,ich lege mich neben dich
XV001116,gyr,iposɨi mbɨa reko rese,,,he/she has a good reputation,,,Hoeller 1932a:207,SN001961,tiene buena reputación con la gente,"er hat Ansehen bei den Leuten, gilt etwas bei ihnen"
XV001117,gyr,iposɨkɨye e'ɨ̈ va'e,,,unflinching,,,Hoeller 1932a:207,SN001962,intrépido,unerschrocken
XV001118,gyr,aposu chupe,,,I visit him/her,,,Hoeller 1932a:207,SN001964,le visito,ich besuche ihn
XV001119,gyr,aipota rai,,,"I have a big desire for it, I am greedy for it",,,Hoeller 1932a:204,SN001965,"lo anhelo, lo quiero mucho, estoy ávido de algo","ich habe großes Verlangen darnach, bin gierig nach es"
XV001120,gyr,ndayambotai (2019: ndaipotai),,,"I don't like him,/her I can't stand him/her",,,Hoeller 1932a:122,SN001965,no le quiero a él/ella,"ich mag ihn nicht, kann ihn nicht leiden"
XV001121,gyr,che pota,,,"this is my share, my chicha",,,Hoeller 1932a:204,SN001966,"es mi parte, mi chicha","das ist mein Anteil, meine Chicha"
XV001122,gyr,che potɨ ai sese,,,"I maintain it closed, I don't let it go",,,Hoeller 1932a:205,SN001967,"lo dejo cerrado, no lo suelto","ich halte fest zu, lasse es nicht los"
XV001123,gyr,ipotɨr,,,"its blossom, like the blossom on a stick, its tassels, like the tassels on a poncho",,,Hoeller 1932a:205,SN001968,"su ornamento, p.e. en el palo, las borlas del poncho etc.","seine Verzierungen wie am Stock, seine Quasten, wie am Poncho"
XV001124,gyr,turukwar pɨtukasa,,,soap or washing place,,,Hoeller 1932a:205,SN001969,jabón o lugar de lavar,Seife od. Waschort
XV001125,gyr,aipovë'ë,,,"I retaliate, I get even with somebody, I pay someone back in kind",,,Hoeller 1932a:205,SN001970,"me desquito, me vengo, lo pago con la misma moneda","ich vergelte es, zahle es heim, zahle mit gleicher Münze zurück"
XV001126,gyr,ndachepoyai,,,I cannot reach it,,,Hoeller 1932ː205,SN001972,no lo alcanzo,ich erreiche es nicht
XV001127,gyr,che po yai,,,"I hold my hand open, I open my hand",,,Hoeller 1932a:205,SN001973,"dejo la mano abierta, abro mi mano","ich halte die Hand offen, öffne sie"
XV001128,gyr,che poyava,,,"I hurry, I make it quickly or shortly",,,Hoeller 1932a:205,SN001974,"me apuro, lo hago rápido o corto","ich beeile mich, mache es schnell oder kurz"
XV001129,gyr,ipoyevɨ va'e,,,twisted thread,,,Hoeller 1932a:206,SN001978,hilo girado,gedrehter Faden
XV001130,gyr,nde poyovai eipɨsi,,,take it with both hands,,,Hoeller 1932a:206,SN001979,agarrálo con ambas manos,nimm es mit beiden Händen
XV001131,gyr,nde po'agwa ipɨsɨ,,,open your hand in order to receive it,,,Hoeller 1932a:191,SN001981,abre la mano para recibirlo,"öffne die Hand, um es zu empfangen"
XV001132,gyr,po'äpë mbuku,,,long fingernails,,,Hoeller 1932a:191,SN001983,uñas largas,lange Fingernägel
XV001133,gyr,ita pɨpe che po'api,,,he/she stroke my hand with the stone,,,Hoeller 1932a:191,SN001984,él/ella acertó mi mano con la piedra,er hat mich mit dem Stein an der Hand getroffen
XV001134,gyr,turukwar po'apɨ,,,mop of cloth,,,Hoeller 1932a:192,SN001985,pelota de tela,Bausch eines Tuches
XV001135,gyr,aipo'ekɨi ko mbɨa kɨse rese,,,I take away the knife from him/her,,,Hoeller 1932a:195,SN001986,le quito el cuchillo,ich reiße ihm das Messer aus der Hand
XV001136,gyr,aipo'ekwa aiko,,,I live like him/her,,,"Hoeller 1929:P, 81",SN001987,yo vivo como él/ella,ich lebe wie er
XV001137,gyr,aipo'epɨ chupe,,,"I answer with a gift, I reimburse him/her, I give it back to him/her, I get even with him/her",,,Hoeller 1932a:194,SN001988,"le contesto con un regalo, le recompienso, le devuelvo, me vengo de mi enemigo","ich antworte mit einem Geschenke, zahle es ihm zurück, gebe es ihm zurück, zahle es ihm heim, dem Feinde"
XV001138,gyr,ñe'ë opoepɨ,,,I fight with words,,,Hoeller 1929:81,SN001988,contiendo con palabras,ich streite mit Worten
XV001139,gyr,apo'ë che ɨvɨru rupɨru pɨpe,,,I reach into the pocket of my trousers,,,Hoeller 1932a:194,SN001989,meto la mano en mi bolsón,ich greife in meinen Hosensack
XV001140,gyr,sɨe po'i,,,"someone with wrinkles in the belly, with hollow belly, intestines",,,Hoeller 1932a:195,SN001992,"persona con arrugas en la barriga, barriga hundida, intestinos","einer mit Falten im Bauch, hohlbäuchig, Gedärme"
XV001141,gyr,ayepo'ɨchï,,,I put pearls around my neck,,,Hoeller 1932a:196,SN001993,me pongo perlas en mi cuello,ich lege mir Perlen um den Hals
XV001142,gyr,aipo'ɨsu,,,"I admire him/her, I respect him/her, I fear him/her",,,Hoeller 1932a:196,SN001994,"le admiro, le respeto, le tengo miedo","ich verehre ihn, achte ihn, habe Respekt vor etwas, weil es mir damit schon einmal schlecht gegangen ist, scheue es"
XV001143,gyr,aipo'o kapi'i,,,I weed,,,Hoeller 1932a:197,SN001995,"carpio, arranco la maleza","ich jäte, reiße das Unkraut aus"
XV001144,gyr,opo'o amar,,,it stopped raining,,,Hoeller 1932a:197,SN001996,ha dejado de llover,es hat aufgehört zu regnen
XV001145,gyr,aipögwä mandiyu,,,I spin cotton,,,Hoeller 1932a:195,SN001998,yo hilo el algodón,ich spinne Baumwolle
XV001146,gyr,ipökä,,,"it is scarce like the sowing, loose like a widely woven cloth",,,Hoeller 1932a:192,SN001999,"es rala la siembra, está suelto como una tela que se tejó sueltamente","es ist schütter wie die Saat, locker wie weitgewobenes Tuch"
XV001147,gyr,che pösa,,,my medicine,,,Hoeller 1932a:206,SN002000,mi remedio,meine Medizin
XV001148,gyr,iposanombɨr e'ɨ̈,,,unhealable,,,Hoeller 1932a:206,SN002001,incurable,unheilbar
XV001149,gyr,ipotäi,,,"it closed quickly (the trap), it shot (the gun)",,,Hoeller 1932a:205,SN002002,"se cerró de golpe (la trampa), disparó (la escopeta)","es ist zugeschnappt, von der Falle, ist losgegangen, von der Büchse"
XV001150,gyr,opu va'e,,,"perforated, burst",,,Hoeller 1932a:207,SN002003,"perforado, reventado","durchlöchert, geborsten"
XV001151,gyr,che pu,,,"I clump, I stamp, I make a sound",,,Hoeller 1932a:207,SN002004,"pataleo, hago ruido","ich trample, stampfe, mache ein Geräusch"
XV001152,gyr,apuka,,,I laugh,,,Hoeller 1932a:208,SN002005,me río,ich lache
XV001153,gyr,"ipukukwer, ipukusa",,,"his/her height, length",,,Hoeller 1932a:208,SN002006,su altura,"seine Länge, Höhe der Statur"
XV001154,gyr,ayembopuku,,,I make myself longer,,,"Hoeller 1929:P, 87",SN002006,yo me alargo,ich verlängere mich
XV001155,gyr,che punga,,,my oedema,,,Hoeller 1932a:208,SN002007,mi edema,"ich bin aufgetrieben, gebläht, habe Wassersucht"
XV001156,gyr,ipopiräkwändai opupu (or: opupu rete ai) rese ɨ rätächï osë,,,"the kettle simmers too much, that is why the alcohol evaporates",,,Hoeller 1932a:209,SN002008,"el tacho hierve demasiadamente, por eso se evapora el alcohól","er siedet zu stark, der Brennkessel, deshalb verflüchtet der Alcohol"
XV001157,gyr,"opurupuru, opururu, opurururu",,,"the tree cracks while falling, the stomach rumbles, it bursts with noise",,,Hoeller 1932a:209,SN002009,"el árbol cruje cuando cae, el estómago suena, algo revienta con ruído","es kracht der Baum beim Fallen, es kracht der Magen etz. es berstet krachend"
XV001158,gyr,che puruyukai,,,"I am proud, presumptuous",,,Hoeller 1932a:209,SN002011,"estoy orgulloso/-a, petulante","ich bin stolz, anmaßend"
XV001159,gyr,che puru'a,,,I am pregnant,,,Hoeller 1932a:209,SN002012,"estoy petacuda, estoy embarazada",ich bin schwanger
XV001160,gyr,apü'ä sese,,,"I stand up agianst him/her, I make a revolution against him/her, I seize him/her",,,Hoeller 1932a:207,SN002014,"me levanto contra él/ella, hago una revolución contra él/ella, le agarro fuerte","ich erhebe mich gegen ihn, mache Revolution gegen ihn, packe ihn an"
XV001161,gyr,irapɨr,,,"released, loose, untied",,,Hoeller 1932a:215,SN002015,"suelto, desatado","aufgelöst, losgebunden"
XV001162,gyr,avachi ra,,,"the ""beard"" or the stigma of corn (corn silk)",,,Hoeller 1932a:215,SN002016,"la ""barba"" o los hilos de pistilo de maíz",der Bart oder die Stempelfäden der Maisblüte
XV001163,gyr,avɨyetei ko ra!,,,How good it is!,,,Hoeller 1932a:215,SN002017,"Que bueno es, pues!",Wie gut ist doch das!
XV001164,gyr,nde imombe'usar rae!,,,"Well, you said it!",,,Hoeller 1932a:216,SN002018,Lo dijiste pues!,Du hast es doch gesagt!
XV001165,gyr,"vɨra raitɨ, vɨra rätɨ",,,birds' nest,,,Hoeller 1932a:319,SN002021,nido de aves,Vogelnest
XV001166,gyr,che raï,,,my tooth,,,Hoeller 1932a:234,SN002022,mi diente,mein Zahn
XV001167,gyr,che rakape,,,my front part,,,Hoeller 1932a:78,SN002027,mi parte enfrente,meine Vorderseite
XV001168,gyr,che rakuvo,,,I sweat,,,Hoeller 1932a:233,SN002028,estoy sudando,ich schwitze
XV001169,gyr,ko che rëta ramo,,,this shall be my house,,,Hoeller 1932a:217,SN002030,eso será mi casa,das soll mein Haus werden
XV001170,gyr,oyapo ramo,,,he has just made it,,,Hoeller 1932a:217,SN002031,ahoringa lo hizo,er hat es eben gemacht
XV001171,gyr,che so ramo,,,when I go or while I am going,,,Hoeller 1932a:217,SN002032,en cuanto a o mientras voy,sobald oder während ich gehe
XV001172,gyr,"ndei rane (2019: nde rane, and: ndei vɨtei)",,,"you first, you not yet",,,Hoeller 1932a:217,SN002034,"tú primero, todavía no","du erst, du noch nicht"
XV001173,gyr,nde ker rane pɨpeve,,,while you were sleeping deeply,,,Hoeller 1932a:217,SN002034,mientras tu estabas durmiendo,während du tief schliefest
XV001174,gyr,che kierave (2019: che keraneve),,,while I was sleeping,,,Hoeller 1932a:216,SN002035,mientras que yo estaba durmiendo,während ich schlief
XV001175,gyr,avɨye ranga / anga tëi,,,"it is half-good, okay, what you worked",,,Hoeller 1932a:217,SN002036,está bien más o menos lo que trabajaste,"es ist so halbwegs gut, leidlich gut, was du gearbeitet hast"
XV001176,gyr,che rëta rangwer,,,this would have been my hut,,,Hoeller 1932a:218,SN002037,eso hubiera sido mi choza,das wäre meine Hütte gewesen oder geworden
XV001177,gyr,so'o rao,,,smell of dried or slightly rotten meat,,,Hoeller 1932a:218,SN002038,olor a charque o carne media podrida,der Geruch nach getrocknetem oder leicht verwesendem Fleisch
XV001178,gyr,che rapar,,,it is my bow,,,Hoeller 1932a:218,SN002039,es mi arco,es ist mein Bogen
XV001179,gyr,che raper,,,my way,,,Hoeller 1932a:169,SN002040,mi camino,mein Weg
XV001180,gyr,che rapichar,,,"my closest person, but only of the same sex",,,Hoeller 1932a:236,SN002041,"mi prójimo, pero solo del mismo sexo","mein Nächster, aber nur innerhalb des gleichen Geschlechtes"
XV001181,gyr,kuña rapirächï,,,disreputable woman,,,Hoeller 1932a:218,SN002042,mujer deshonrosa,unehrenhafte Frau
XV001182,gyr,mberɨ rarɨ,,,plantain raceme,,,Hoeller 1932a:218,SN002044,racimo de plátano,"Bananenzweig, Traube"
XV001183,gyr,che rarö ichui,,,I watch out for him/her (lit. I await him/her),,,"Hoeller 1929:R, 92",SN002045,me cuido de él/ella (lit. le espero),ich hüte mich vor ihm (lit. ich warte auf ihn)
XV001184,gyr,mba'e rasɨ,,,"pain, illness",,,Hoeller 1932a:218,SN002046,"dolor, enfermedad","Schmerz, Krankheit"
XV001185,gyr,araso ɨ ve,,,"I throw it into water, I throw it into the river",,,Hoeller 1932a:218,SN002048,"lo boto al agua, lo champo en el río","ich werfe es ins Wasser, schmeiße es in den Fluss"
XV001186,gyr,poropia (?) rerasoteï va'e,,,"the on who tempts, tempter",,,"Hoeller 1929:R, 92",SN002048,"el/la que tienta, el tentador/la tentadora","derjenige, der verführt, Verführer, Versucher"
XV001187,gyr,che rayu,,,"my nerve, my vein",,,Hoeller 1932a:218,SN002053,"mi nervio, mi vena","mein Nerv, meine Ader"
XV001188,gyr,a'a rayu,,,heart vein,,,"Hoeller 1929:R, 92",SN002053,vena del corazón,Herzader
XV001189,gyr,arɨ ra'anga,,,hour (lit. image of the sun),,,Hoeller 1932a:216,SN002054,hora (lit. imagen del sol),Stunde (lit. Bild der Sonne)
XV001190,gyr,sete ra'anga,,,photograph,,,Hoeller 1932a:314,SN002054,fotografía,"Vollbild, Photographie"
XV001191,gyr,avachi ra'ɨ̈i,,,maize seed,,,,SN002055,grano de maíz,Maiskorn
XV001192,gyr,gwaka rärösar,,,cattle drover,,,Hoeller 1932a:216,SN002056,pastor de ganado,Viehhirte
XV001193,gyr,yavevru rächï,,,the sting of the ray,,,Hoeller 1932a:272,SN002057 ; SN003231,la espina de la raya,der Stachel des Rochen
XV001194,gyr,gwäsë gwäsë omano,,,he died howling,,,Hoeller 1932a:218,SN002059,murió lloriqueando,er starb unter Heulen
XV001195,gyr,mba'e rä'äsa / i'upɨr rä'äsa (2019: i'uprɨ rä'äsa),,,sense of taste,,,Hoeller 1932a:216,SN002060,sentido del gusto,Geschmackssinn
XV001196,gyr,ko re,,,"after this one, afterwards",,,Hoeller 1932a:219,SN002061,"después de este, después","nach diesem, nachher"
XV001197,gyr,eï re mbɨa sui,,,"sit down at another place, away from the men",,,Hoeller 1932a:94-95,SN002062,"sentáte en otro lugar, no con los hombres",setz dich weg von den Männern
XV001198,gyr,che rekate'ɨ̈,,,I am stingy,,,Hoeller 1932a:327,SN002065,soy mezquino/-a,ich bin geizig
XV001199,gyr,30 aravɨter areko,,,I am thirty years old,,,Hoeller 1932a:219,SN002066,tengo treinta años,ich bin dreißig Jahre alt
XV001200,gyr,"areko katu, areko ai",,,"I treat it well, I treat it badly",,,"Hoeller 1929:R, 92",SN002066,"lo trato bien, lo trato mal","ich behandle es gut, ich behandle es schlecht"
XV001201,gyr,che reko,,,"my essence, being, life, existence",,,Hoeller 1932a:219,SN002067,"mi sustancia, ser, vida, existencia","mein Wesen, Sein, Leben,Existenz"
XV001202,gyr,Tumpä oseko ɨpɨ mondo,,,"God formed him, the first man",,,Hoeller 1932a:327,SN002067,"Dios lo formó, el primer hombre","Gott formte ihn, den ersten Mann"
XV001203,gyr,che rekovesa,,,my life,,,Hoeller 1932a:220,SN002068 ; SN002069,mi vida,mein Leben
XV001204,gyr,turukwar rekwa,,,place where one usually puts the laundry or where it is stored,,,Hoeller 1932a:221,SN002070,"lugar a donde se pone algo para lavar, o donde se guarda lo lavado",wo man die Wäsche gewöhnlich hingibt oder aufbewahrt
XV001205,gyr,a'e remi,,,"(I haven't done anything), but he/she!",,,Hoeller 1932a:221,SN002071,"(yo no he hecho nada), pero él/ella!","(ich habe nichts getan), er schon!"
XV001206,gyr,che remo,,,"I have itching, stinging",,,Hoeller 1932a:244,SN002074,"tengo picazón, ardor","ich habe Jucken, Beißen"
XV001207,gyr,che ko rembeɨ,,,the edge of my field,,,Hoeller 1932a:330,SN002075,el lindero de mi chaco,der Rain meines Ackers
XV001208,gyr,che rembiar,,,"my prey, what I hunted",,,Hoeller 1932a:221,SN002076,"mi presa, lo que cacé","meine Beute, was ich auf der Jagd erbeutete"
XV001209,gyr,avachi che rembiar,,,the corn that I have looted or stolen,,,Hoeller 1932a:243,SN002076,el maíz que me robé o de mi botín,der von mir erbeutete oder gestohlene Mais
XV001210,gyr,che rembireko aipɨsi; añemboembirekopɨsɨ; añe'embirekorä pɨsɨ,,,"I take a wife, I get married",,,Hoeller 1932a:244,SN002077,"tomo una mujer para mí, me caso","ich nehme eine Frau, verheirate mich"
XV001211,gyr,vɨraï rembi'u renda,,,crow of a bird,,,Hoeller 1932a:244,SN002078,buche de un ave,Kropf eines Vogels
XV001212,gyr,che renɨ̈pɨ'a kwasa,,,garter,,,Hoeller 1932a:332,SN002080,liga para medias,"Sockenhalter, Strumpfband"
XV001213,gyr,che renondeve,,,before me,,,Hoeller 1932a:222,SN002081,antes de mí,früher als ich
XV001214,gyr,Tüpa renda,,,altar,,,Hoeller 1932a:221,SN002082,altar,Altar
XV001215,gyr,a'e che mondo Pedro rendagwer ve,,,"he/she put me in Pedros position, as his successor",,,Hoeller 1932a:75,SN002083,"me instaló como sucesor de Pedro, en lugar de Pedro","er setzte mich als Nachfolger des Peter ein, an seiner Stelle"
XV001216,gyr,che rendɨ gwasu,,,"my saliva, my secretion",,,Hoeller 1932a:145,SN002084,"mi saliva, mi esputo","mein Schleim, Auswurf"
XV001217,gyr,angaipa repɨr,,,repentence for sins,,,Hoeller 1932a:222,SN002087,penitencia por los pecados,Buße für Sünden
XV001218,gyr,"che repo (2019: revo) ndasoichira, nde ra!",,,"I am not the one who has to go, it is you!",,,Hoeller 1932a:216,SN002088,"el que tiene que ir no soy yo, vos sos!","Ich bin es nicht, der zu gehen hat, du bist es!"
XV001219,gyr,che rer (2019: cherer),,,my name,,,Hoeller 1932a:222,SN002090,mi nombre,mein Name
XV001220,gyr,che rereko rese (2019: che reko rese),,,"because of me, my fault",,,"Hoeller 1929:T, 102",SN002091,"por mí, mi culpa","wegen mir, meine Schuld"
XV001221,gyr,che rerekwar,,,"my master, my employer",,,Hoeller 1932a:222,SN002092,"mi patrón, mi jefe","mein Herr, Dienstgeber"
XV001222,gyr,amondo puku che resa,,,"I extend my vision, I look into the distance",,,Hoeller 1932a:223,SN002093,"dilato mi vista, miro lejos","ich weite meinen Blick, blicke in die Ferne"
XV001223,gyr,ko yasɨ ambuae rese,,,in the other month,,,Hoeller 1932a:223,SN002095,en el otro mes,im anderen Monat
XV001224,gyr,che resei,,,"opposite of me, but at least at some distance",,,Hoeller 1932a:223,SN002096,"enfrente de mí, pero por lo menos distante","mir gegenüber, aber immerhin entfernt"
XV001225,gyr,ko resendar,,,"belonging here, responsible here",,,Hoeller 1932a:223,SN002097,"perteneciendo aquí, responsable aquí","hieher gehörig, hier zuständig"
XV001226,gyr,mbɨa reta,,,many people,,,Hoeller 1932a:222,SN002099,mucha gente,viele Leute
XV001227,gyr,che retä pe teiete,,,my house is just there,,,Hoeller 1932a:222,SN002100,mi casa está justo allá,mein Haus ist ebendort
XV001228,gyr,ava rete ya,,,"equal or similar to the human body, like monkeys",,,Hoeller 1932a:223,SN002101,"similar o parecido al cuerpo humano, como los monos","gleich oder ähnlich dem menschlichen Körper, wie die Affen"
XV001229,gyr,mësa retɨ̈ma,,,table leg,,,Hoeller 1932a:338,SN002102,pata de la mesa,Tischbein
XV001230,gyr,che retovape kangwer,,,my cheekbones,,,Hoeller 1932a:223,SN002103,mis pómulos,meine Backenknochen
XV001231,gyr,ae revo,,,maybe it is him,,,Hoeller 1932ː219,SN002105,de repente es él,vielleicht ist er es
XV001232,gyr,che revovo chupe,,,I speak with him/her secretly,,,Hoeller 1932a:77,SN002106,hablo con él/ella en secreto,ich rede heimlich mit ihm
XV001233,gyr,a'e che reya,,,he/she abandoned me,,,Hoeller 1932a:223,SN002107,me abandonó,er hat mich verlassen
XV001234,gyr,che re'öä pa vichiko,,,"oh, I get mad, or: madness has already passed",,,Hoeller 1932a:222,SN002108,"aiy, me pongo loco/-a, o: la locura ya pasó","ach, ich werde noch verrückt, item: eine Verrücktheit ist schon vorüber"
XV001235,gyr,"che rë, nde rë, inë",,,"I smell bad, you smell bad, he/she smells bad",,,Hoeller 1932a:219,SN002109,"yo apesto, vos apestás, él/ella apesta","ich stinke, du stinkst, er stinkt"
XV001236,gyr,che rɨkwer,,,I am sweating,,,Hoeller 1932a:223,SN002110,estoy sudando,ich schwitze
XV001237,gyr,ti'ɨr,,,the son of his sister,,,Hoeller 1932a:223,SN002111,el hijo de su hermana,sein Schwestersohn
XV001238,gyr,che rɨe asɨ,,,I have a belly ache,,,Hoeller 1932a:224,SN002115,me duele la barriga,ich habe Bauchweh
XV001239,gyr,che rɨrɨi,,,I suffer from trembling,,,Hoeller 1932a:224,SN002118,sufro de temblar,"ich habe Zittern, leide daran"
XV001240,gyr,Tüparö,,,house of God,,,Hoeller 1932a:158,SN002119,casa de Díos,Gotteshaus
XV001241,gyr,iro,,,it is bitter,,,Hoeller 1932a:224,SN002120,está amargo,es ist bitter
XV001242,gyr,aroa,,,I fall together with somebody or something,,,Hoeller 1932a:224,SN002121,me caigo con alguien o algo,ich falle oder lege mich zugleich mit jemandem oder etwas nieder
XV001243,gyr,ereroɨ̈rö revo,,,"you don't want him/her, I believe",,,Hoeller 1932a:226,SN002124,"no le querés/ le desprecias, creo",du willst ihn etwa nicht?
XV001244,gyr,arokaka,,,"I carry or transport it from one place to another, I bring it",,,Hoeller 1932a:225,SN002125,"lo cargo o lo traslado de un lugar a otro, lo traigo","ich schleppe oder schaffe es von einem Ort zum andern, schaffe es herbei"
XV001245,gyr,arokwa,,,"I take it away, I steal it, I buy it, I take it",,,Hoeller 1932a:225,SN002126,"lo quito, lo robo, lo compro, lo agarro","ich nehme es weg, drücke mich mit etwas, stehle es, kaufe es, packe es"
