ID,Language_ID,Headword,Part_Of_Speech,Borrowed_Word,Comment,Dialect_Genderlect_Info,Entry_IDs,Language_of_Origin,Media_IDs,Paradigm,Source_Citation_Form,Variant_Form
LX001049,gyr,pɨ,adv,,bare root is used incorporated into verbs,,,,,,"-; pǐ, pipǐpe ? (Hoeller 1929:76); pìere, aipìere (Hoeller 1932a:181)",
LX001050,gyr,pɨa,v,,,,,gyr,,aipɨa,"pìa, aipìa (Hoeller 1932a:178); pǐa - aipǐa (Hoeller 1929:76)",
LX001051,gyr,pɨekɨi,v,,,,,gyr,,aipɨekɨi,"pìequìi (Hoeller 1932a:181); pǐequǐ, aipǐequǐ (Hoeller 1929:77)",poekɨi
LX001052,gyr,pɨenda,n,,,,,gyr,,,pìenda (Hoeller 1932a:180); pǐenda (Hoeller 1929:77),
LX001053,gyr,pɨere,v,,incorporated locative pɨ,,sere_1,gyr,,aipɨere,"pìere, aipìere (Hoeller 1932a:181)",
LX001054,gyr,pɨgwa,v,,"focus is on the inside pɨ; possibly bad translation, because this one is translated as 'swirl' (remolino, spa); today it should be ambopɨkö'ë",,LX000250 ; LX001057,gyr,73cc94b58483a39df04e607e8543dee5,aipɨgwa,"-; pǐgua ? aǐpǐgua = aichoo (Hoeller 1929:77); pìguara (Hoeller 1932a:181); pǐguara, ipǐguara ? (Hoeller 1929:77)",
LX001055,gyr,pɨgwasu,n,,focus on the inside pɨ,,,gyr,,,pìguazu (Hoeller 1932a:181),
LX001056,gyr,pɨkosa,n,,,,,gyr,299cb71c1bf5b0cb60c10fd9fda46e34,,-; pǐcoza (Hoeller 1929:78),
LX001057,gyr,pɨkö'ë,n,,,,LX001054 ; yae,gyr,2f0078e092fe246359dfb454c7d7499e,ipɨkö'ë,"pìcõẽ, ipìcõẽ (Hoeller 1932a:180); ipǐcâê - amopǐcuê (Hoeller 1929:77)",
LX001058,gyr,pɨkui,v,,,,,gyr,,aipɨkwi,"pìcui, aipìcui (Hoeller 1932a:180)",
LX001059,gyr,pɨkui,v,,2019: aipɨvu,,LX001839,gyr,,"aipɨkui, oipɨkui","-; pucai - pǐcui, mimoî oipǐcui (Hoeller 1929:87); pǐcui - ayapǐcui - apǐcuita (Hoeller 1929:77)",pukui
LX001060,gyr,pɨkuku,n,,,,,gyr,,,pìpucu (Hoeller 1932a:183); pǐpucu (Hoeller 1929:78),
LX001061,gyr,pɨkupe,n,,compound pɨ 'foot' + kupe 'back',,,gyr,,,pìcupe (Hoeller 1932a:180); pǐcupe (Hoeller 1929:77),
LX001062,gyr,pɨku'i,n,,,,,gyr,,,-; pǐcui (Hoeller 1929:77),
LX001063,gyr,pɨñu'ä,n,,,,,gyr,,che pɨ ñu'ä,"pìñua (Hoeller 1932a:182); pǐñua (Hoeller 1929:77); ñũã, che pì ñũã (Hoeller 1932a:157)",
LX001064,gyr,pɨndekwa,v,,,,,gyr,,aipɨndekwa,"pìndecua,, aipìndecua (Hoeller 1932a:181); pǐndecua, aipǐndecua (Hoeller 1929:77)",
LX001065,gyr,pɨpe,postpos,,,,,gyr,,,"pìpe (Hoeller 1932a:182); pǐpe (Hoeller 1929:77); pǐ, pipǐpe ? (Hoeller 1929:76)",
LX001066,gyr,pɨpepiärö,v,,,,LX001020,gyr,dfd81f10914cad37d5f9859bb4b29454,aipɨpepiärö,"pìpepiãrõ, pìpiãrõ (Hoeller 1932a:183); pǐpiano ? (Hoeller 1929:78)",pɨpiänö
LX001067,gyr,pɨpete,v,,,,LX001961,gyr,,aipɨpete,"pìpete, aipìpete (Hoeller 1932a:182); aipǐpete - che yezǐo pǐpete (Hoeller 1929:77)",
LX001068,gyr,pɨpeve,postpos,,,,,gyr,,,pìpebe (Hoeller 1932a:182); pǐpébe (Hoeller 1929:77),
LX001069,gyr,pɨpira,v,,,,,gyr,,aipɨpira,"pìpira, aipìpira (Hoeller 1932a:182); pǐpira - aipǐpiaa ?? (Hoeller 1929:78)",
LX001070,gyr,pɨpɨter,n,,,,,gyr,,che pɨpɨter,pìpìter (Hoeller 1932a:183); che pǐpeter (Hoeller 1929:78),
LX001071,gyr,pɨr,n,,2019: prɨ,,,gyr,,,pìr (Hoeller 1932a:183),
LX001072,gyr,pɨri,postpos,,,some villages,,gyr,,,"pìrì (Hoeller 1932a:183); pǐri - puri (Hoeller 1929:78); puri, gleich pìri (Hoeller 1932a:209)",puri
LX001073,gyr,pɨrɨkɨchï'ï,n,,,,,gyr,9abdcf1d24723bdeb5dd63e5ed6c3ddd,,pìrìquỹchĩ-ĩ od. pìrìgỹchĩ-ĩ (Hoeller 1932a:183); pǐrǐcuýchîi (Hoeller 1929:78),pɨrɨgɨ̈chï'ï
LX001074,gyr,pɨrɨ̈rɨ̈,v,,mostly used to refer to objects,,,gyr,,opɨrɨ̈rɨ̈,"pìrìrì od. pìrìrỹ, opìrìrìbae (Hoeller 1932a:183); pǐrǐri, amopǐrǐnǐ (Hoeller 1929:78)",
LX001075,gyr,pɨrö,v,,,,,gyr,,äpɨ̈rö,"pìrõ, pìrõza (Hoeller 1932a:183); apǐrô reze (Hoeller 1929:78)",
LX001076,gyr,pɨröagwer,n,,,,,gyr,,,-; pindagwer (Hoeller 1929:10),
LX001077,gyr,pɨrunga,n,,,,,gyr,,,-; pǐrunga (Hoeller 1929:78),
LX001078,gyr,pɨsa,n,,,,,gyr,,,pìza (Hoeller 1932a:186),
LX001079,gyr,pɨsane,n,,not confirmed,,,gyr,,,pìzane (Hoeller 1932a:186),
LX001080,gyr,pɨsä,n,,,,LX001047,gyr,,,pìza (Hoeller 1932a:186); pǐza - pǐzape (Hoeller 1929:79),
LX001081,gyr,pɨsea?,v,,not confirmed,,LX001403,gyr,,,-; pǐzea ? (Hoeller 1929:79),
LX001082,gyr,pɨsei,v,,"incorporated pɨ, any other body part can be incorporated",,sei_1,gyr,,aipɨsei,"pìzei, aipìzei (Hoeller 1932a:186)",
LX001083,gyr,pɨsëgwe,n,,,,,gyr,,,"pìzengue, pìzenguer (Hoeller 1932a:186)",pɨsengwer
LX001084,gyr,pɨsɨ,v,,,,,gyr,,aipɨsɨ,"pìzì, aipìzì (Hoeller 1932a:186); pǐzǐ - aipǐzǐ (Hoeller 1929:79)",
LX001085,gyr,pɨsɨrɨ,n,,,,LX001427,gyr,,che pɨsɨrɨ,"pìzìrì, che pì zìrì (Hoeller 1932a:187)",
LX001086,gyr,pɨsɨrɨka,n,,,,LX001085,gyr,,,-; pǐzǐrǐca ? (Hoeller 1929:79),
LX001087,gyr,pɨsɨrö,v,,,,,gyr,,aipɨsɨrö,"pìzìrõ, aipìzìrõ (Hoeller 1932a:187); pǐzǐro, aipǐzǐro (Hoeller 1929:79)",
LX001088,gyr,pɨso,v,,,,,gyr,,aipɨso,"pìzo, aipìzo (Hoeller 1932a:187); pǐzo, aipǐzo (Hoeller 1929:79)",
LX001089,gyr,pɨsü'ä?,n,,not confirmed,,,gyr,,che pɨsü'ä,"pìzũã, che pìzũã (Hoeller 1932a:187); pǐzûâ (Hoeller 1929:79)",
LX001090,gyr,pɨta,v,,,,LX000676,gyr,,apɨta,pìta (Hoeller 1932a:184); pǐta - apǐta (Hoeller 1929:78); -; yepǐtazo - ayepǐtazo = apǐta (Hoeller 1929:126),
LX001091,gyr,pɨta,n,,,,,gyr,5bb89046a1915f93a9b907c6a5579d38,,"pìta (Hoeller 1932a:184) ; (mbǐta) pǐta (Hoeller 1929:49); pǐta, pǐtaza (Hoeller 1929:78)",
LX001092,gyr,pɨtaki,n,,,,,gyr,,,pìtaquie (Hoeller 1932a:184); pǐtaqui (Hoeller 1929:78),pɨtakie
LX001093,gyr,pɨtaso,v,,,,,gyr,,aipɨtaso,"pìtazo, aipìtazo (Hoeller 1932a:184); pǐtazo, aipǐtazo ? (Hoeller 1929:78)",
LX001094,gyr,pɨta'ä,n,,,,,gyr,,che pɨtaä,"pìtaã, che pìtaã (Hoeller 1932a:184); pǐtaa, che pǐtaa (Hoeller 1929:78)",
LX001095,gyr,pɨtächï,n,,,,,gyr,,,pìtãchĩ (Hoeller 1932a:184); pǐtâ chî (Hoeller 1929:78),
LX001096,gyr,pɨteko,v,,,,,gyr,,aipɨteko,"pìteco, aipìteco (Hoeller 1932a:184)",
LX001097,gyr,pɨtepo,n,,,,,gyr,,ipɨtepo,"pìtepo, ipìtepo (Hoeller 1932a:184); pǐtepo, ipǐtepo (Hoeller 1929:78)",
LX001098,gyr,pɨter,n,,,,LX000788,gyr,,,"pìter (Hoeller 1932a:184); pǐte, pǐter, arembǐter (Hoeller 1929:78)",
LX001099,gyr,pɨtero,v,,,,,gyr,,aipɨtero ; aipɨtero,"pìtero, aipìtero guicho (Hoeller 1932a:185); pǐtero, aipǐtero guicho ? (Hoeller 1929:79)",
LX001100,gyr,pɨtɨ̈voi,v,,2019: pɨtɨ̈vɨi,,,gyr,,aipɨtɨ̈vɨ̈i,"pỹntìboi, auch potỹboi (Hoeller 1932a:188)",potɨ̈vɨi
LX001101,gyr,pɨtoto,n,,,,,gyr,,,pìtoto (Hoeller 1932a:185); pǐtoto ? (Hoeller 1929:79),
LX001102,gyr,pɨtu,n,,not confirmed,,,gyr,,,pìtu (Hoeller 1932a:185); pǐtû ? (Hoeller 1929:79),
LX001103,gyr,pɨtumbukai,n,,,,,gyr,,,pìtumbucai (Hoeller 1932a:185); pǐtumbucai (Hoeller 1929:79),
LX001104,gyr,pɨtu'u,v,,,,LX000789,gyr,32830d73dcbcb42239014972c41573a1,"apɨtu'u, erepɨtu'u, opɨtu'u",pìtuu (Hoeller 1932a:185); pǐtuu - apǐtuu (Hoeller 1929:79),
LX001105,gyr,pɨtü mimbi,n,,,,,gyr,,,"mimbi, mimbi ai (Hoeller 1932a:128); mimbi / n pýtû mimbi (Hoeller 1929:54)",
LX001106,gyr,pɨväkwä,n,,2019: ipɨakwä,,,gyr,,ɨ pɨväkwä rupi oso,"pìbãcuã, ì pìbãcuã rupi ozo (Hoeller 1932a:179)",
LX001107,gyr,pɨvera va'e,n,,,,,gyr,,ipɨveravae,"pìverabae, ipìverabae (Hoeller 1932a:185); pǐvérabae (Hoeller 1929:79)",
LX001108,gyr,pɨvɨ,v,,it seems that today the form is rather puvu (ASC) or pɨvu (URB),,,gyr,,aipɨvɨ,"pìbì, aipìbì (Hoeller 1932a:180); pǐbuza - aipǐbu (Hoeller 1929:77)","puvu, pɨvu"
LX001109,gyr,pɨvoi,v,,,,LX001109,gyr,,apɨvoi,"pìboi (Hoeller 1932a:179); pǐbói, apǐboi - amopǐbói (Hoeller 1929:76)",
LX001110,gyr,pɨvondɨ,v,,,,,gyr,,apɨvondɨ,pìbondì (Hoeller 1932a:180); pǐbondǐ - apǐbondǐ (Hoeller 1929:76),
LX001111,gyr,pɨvove,n,,not confirmed,,LX001047,,,,-; pǐbobe ? (Hoeller 1929:76),
LX001112,gyr,pɨvo'ɨr,n,,not confirmed,,,gyr,,,-; pǐboǐr (Hoeller 1929:76),
LX001113,gyr,pɨvusa,n,,,,,gyr,,,-; pǐbuza - aipǐbu (Hoeller 1929:77),
LX001114,gyr,pɨya so'o,n,,not used anymore,,,gyr,,,pìyazoo (Hoeller 1932a:185); pǐyazo oca? - pǐyazo roo ? (Hoeller 1929:79),
LX001115,gyr,pɨyere,v,,,,,gyr,,aipɨyere,"pìyere, aipìyere (Hoeller 1932a:186); pǐyere, aipǐyere (Hoeller 1929:79); puyere v. pǐyere, aipǐyere (Hoeller 1929:87)",
LX001116,gyr,pɨyere,n,,incorporation,,yere,gyr,,ipɨ yere,"pìyere, ipì yere (Hoeller 1932a:186)",
LX001117,gyr,pɨyesɨi,n,,2019: apparently only meaning the sleeping foot,,LX001957,gyr,,che pɨyesɨi,"pìyezìi, che pìyezìi (Hoeller 1932a:186); pǐyezǐi (Hoeller 1929:79); yezìi (Hoeller 1932a:299)",
LX001118,gyr,pɨ'a,n,,,,,gyr,,che pɨ'a,"pì-a, che pì-a (Hoeller 1932a:178)",
LX001119,gyr,pɨ'a aku,n,,2019: pɨ'a raku,,,gyr,,,"pìa acu (Hoeller 1932a:178); pǐa acu, ipǐa zucu (Hoeller 1929:76)",pɨ'a raku
LX001120,gyr,pɨ'a ätä,n,,,,,gyr,,,pì-a ãtã (Hoeller 1932a:178),
LX001121,gyr,pɨ'a katupɨrɨ,n,,2019: rather pɨ'atuprɨ,,,gyr,,,pìa catupìrì (Hoeller 1932a:179),
LX001122,gyr,pɨ'a poro'aɨsusape,exp,,,,LX001131,gyr,,,pìa poroaìzuzape od. pìa pỹguĩzape (Hoeller 1932a:179),
LX001123,gyr,pɨ'a rakañɨ̈,n,,,,,gyr,,"che pɨ'a rakañɨ̈, 2019: che arakwa akañɨ̈","-; racañý, che pǐa racañý (Hoeller 1929:91)",
LX001124,gyr,pɨ'a upiar,n,,,,LX001132,gyr,,,pìa ro od. pìa upiár (Hoeller 1932a:179),
LX001125,gyr,pɨ'a yaitɨ,exp,,,,LX001135,gyr,,"phrase: che pɨ'a yaitɨ, nde pɨ'a yaitɨ","pìa tìtì od. pìa yaitì (Hoeller 1932a:179); yaitì (Hoeller 1932a:276); yaitǐ, che pǐayaitǐ - ayeaitǐ (Hoeller 1929:119)",
LX001126,gyr,pɨ'aivi,adv,,,,,gyr,,,pìaibi (Hoeller 1932a:179); pǐaibi (Hoeller 1929:76),
LX001127,gyr,pɨ'añemoɨrö,n,,,,,gyr,,,pìa ñemoỹrõ (Hoeller 1932a:179),
LX001128,gyr,pɨ'añeroi,n,,,,,gyr,,,pìa ñỹroi od. ñeroi (Hoeller 1932a:179),pɨ'a nɨ̈roi
LX001129,gyr,pɨ'apendar,n,,,,,gyr,,,pìa pendar (Hoeller 1932a:179); pǐapendar (Hoeller 1929:76),
LX001130,gyr,pɨ'apɨ,v,,,,LX001933,gyr,,aipɨapɨ,"pìapì, aipìapì (Hoeller 1932a:179)",
LX001131,gyr,pɨ'apɨ̈vïsape,n,,,,LX001122,gyr,,,pìa poroaìzuzape od. pìa pỹguĩzape (Hoeller 1932a:179),
LX001132,gyr,pɨ'aro,n,,,,LX001124,gyr,,che pɨ'aro,pìa ro od. pìa upiár (Hoeller 1932a:179),
LX001133,gyr,pɨ'asu,n,,,,,gyr,,,"pìazu (Hoeller 1932a:179); pǐazu, mbǐazu - amopǐazu (Hoeller 1929:76)",
LX001134,gyr,pɨ'asuive,n,,,,,gyr,,,-; pǐazuibe - pǐapebe (Hoeller 1929:76),
LX001135,gyr,pɨ'atɨtɨ,n,,"compound, orig. incorporation",,,gyr,,,pìa tìtì od. pìa yaitì (Hoeller 1932a:179),
LX001136,gyr,pɨ'avera,n,,"compound (incorporation) and double metaphor, lit. heart sparkle and flash",,veravera,gyr,,,pìa vera (Hoeller 1932a:179),
LX001137,gyr,pɨ'ayoya,n,,"compound, orig. incorporation",,,gyr,,,pìa yoya (Hoeller 1932a:179),
LX001138,gyr,pɨ'ei,v,,incorporated root pɨ 'inside',,,gyr,,aipɨei,"pìei, aipìei (Hoeller 1932a:180); pǐei, aipǐei (Hoeller 1929:77)",
LX001139,gyr,pɨ'i,n,,,,,gyr,,ipɨ'i,"pìhi od. pì-i (Hoeller 1932a:181); pǐhi, ipǐhibae ? (Hoeller 1919:77)",
LX001140,gyr,pɨ'i,adv,,,,,gyr,,,"-; pǐi ?, pui - amópǐ amopǐ (Hoeller 1929:77)",pui
LX001141,gyr,pɨ'ɨ̈i,v,,not confirmed,,LX001085 ; LX001427,gyr,,,-; pǐ îî ? (Hoeller 1929:77),
LX001142,gyr,pɨ'ü,v,,focus on pɨ,,LX001515,gyr,,,"pìhũ, ipìhũ (Hoeller 1932a:181); pǐhu, ǐpǐhu ? (Hoeller 1929:77)",
LX001143,gyr,pɨ̈chï,n,,,,,gyr,,,"pỹchĩ (Hoeller 1932a:187); pìchĩ (Hoeller 1932a:180); pǐchî, ǐpǐchî - pǐchî ? (Hoeller 1929:77)",
LX001144,gyr,pɨ̈i,v,,,,LX001155,gyr,,,pì (Hoeller 1932a:177),
LX001145,gyr,pɨ̈kä,n,,,,,gyr,,che resapɨ̈nkä,"pỹncã, che rezapỹncã (Hoeller 1932a:188)",
LX001146,gyr,pɨ̈no,n,,,,,gyr,,apɨno,"pỹnõ (Hoeller 1932a:188); pýrô, pýnô, apýnô (Hoeller 1929:79)",pɨno
LX001147,gyr,pɨ̈nö,n,,not confirmed,,,gyr,,,pỹnõ (Hoeller 1932a:188); pýno (Hoeller 1929:79),
LX001148,gyr,pɨ̈ro,v,,,,LX001176 ; LX001930,gyr,,aipɨrö,"pìrõ od. pỹrõ, aipìrõ (Hoeller 1932a:183)",pɨ̈rö
LX001149,gyr,pɨ̈runga,n,,,,,gyr,,,"mbìrunga (Hoeller 1932a:116); pìrunga, pìrunga aguer (Hoeller 1932a:183); mbǐrunga v. purunga (Hoeller 1929:49)",mbɨrunga
LX001150,gyr,pɨ̈sa,n,,,,,gyr,,,"pỹnzã, pỹzã, pìza (Hoeller 1932a:189)",
LX001151,gyr,pɨ̈tä,n,,,,,gyr,63e24c6036c390c8589c2b07280d5ce2,,pỹntã (Hoeller 1932a:188); pýta - amopýta (Hoeller 1929:80); -; pipaumbǐbae (Hoeller 1929:74),pɨ̈ta
LX001152,gyr,pɨ̈tü,n,,,,,gyr,,,pỹntũ (Hoeller 1932a:188); pîtô (Hoeller 1929:76),
LX001153,gyr,pɨ̈tü'ë,n,,,,,gyr,,che pɨ̈tü'e,pỹtũẽ (Hoeller 1932a:189); putuê v. pýtuê - che p. (Hoeller 1929:87); pýtuê (Hoeller 1929:80),mɨtü'ë
LX001154,gyr,pɨ̈tü'ë,n,,,,,gyr,,ipɨ̈tü'ë,"pỹtũẽ, ipỹtũẽ (Hoeller 1932a:189); ipýtuê = icatepǐrǐ (Hoeller 1929:80)",mɨtü'ë
LX001155,gyr,pɨ̈vɨi,n,,,,LX000678,gyr,,ipɨ̈vɨi,"pỹguỹĩ, ipỹguỹĩ (Hoeller 1932a:187); pýguî, ipýguî (Hoeller 1929:79)",pɨvɨi
po_1,gyr,po,v,,,,,gyr,0b0720a7528b898682f0d8af9cda277a,"apo, erepo, opo","po, apo (Hoeller 1932a:190); opo opo, erepo repo, apo apo, rapo yapo, eropo ropo, pepo pepo (Hoeller 1929:80)",
po_2,gyr,po,n,,,,,gyr,59a39db8019960a1055819d3ca14e35f,"che po, nde po, ipo",po (Hoeller 1932a:190); po - (che po acatu) che acato - amopo - che po azu (Hoeller 1929:80),
po_3,gyr,po,n,,root for compounds and incorporation,,LX000846,gyr,,,po (Hoeller 1932a:190); po ? (Hoeller 1929:80),
po_4,gyr,po,n,,,,porusu,gyr,,ipo,po (Hoeller 1932a:190); po-por ? - ipo ? - iporuzu (Hoeller 1929:80),
po_6,gyr,po,part,,2019: only vo,,,gyr,,,po (Hoeller 1932a:190); po - pâ (Hoeller 1929:80),vo
LX001156,gyr,poakä,n,,,,po_2,gyr,,,po ãcã (Hoeller 1932a:191),
LX001157,gyr,poakɨra,n,,,,po_4,gyr,,,-; poaquǐra ? (Hoeller 1929:80),
poana,gyr,poana,n,,,,,gyr,,ipoana,"poana, ipoanabae (Hoeller 1932a:191); poana, ipoana (Hoeller 1929:80)",
LX001158,gyr,poäse,n,,,,,gyr,,che poäse,poãzẽ (Hoeller 1932a:192); poazê - amopoazê (Hoeller 1929:80),
pochi_1,gyr,pochi,v,spa: puchi,,,tepochi,spa,,apochi,pochi (Hoeller 1932a:194); pochi (Hoeller 1929:81),
pochi_2,gyr,pochi,n,,not confirmed,,,gyr,,,pochi (Hoeller 1932a:194); pochi (Hoeller 1929:81),
pochiri,gyr,pochiri,n,spa: putiri,,,,spa,,,pochiri (Hoeller 1932a:194); pochiri (Hoeller 1929:81),
LX001159,gyr,pochi'a,n,,,,,gyr,,,"mbochia (Hoeller 1932a:118); pochia (Hoeller 1932a:194) ; mbochia, pochia (Hoeller 1929:50); pochia - ipochiapobae ? (Hoeller 1929:81)",mbochi'a
LX001160,gyr,pochi'apo,n,,,,,gyr,,che pochiapo,"pochiapo, che pochiapo (Hoeller 1932a:194)",
pogwasu,gyr,pogwasu,n,,,,,gyr,,,poguazu (Hoeller 1932a:195),
poi_1,gyr,poi,v,,,,,gyr,,apoi (ichui),"poi, apoi, (ichui) (Hoeller 1932a:195); poi, apoi ichui (Hoeller 1929:82)",
poi_2,gyr,poi,v,,,,yopoi,gyr,,ayopoi,"poi (Hoeller 1932a:196); poi, ipoípǐr - poíza - ayopoi, eyópoi tayaruguai (Hoeller 1929:82)",
LX001161,gyr,poɨru,n,,,,LX000584 ; po_2,gyr,,ipoɨru,poìru (Hoeller 1932a:196); poǐru (Hoeller 1929:82),
poka,gyr,poka,v,,incorporated hand,,ka ; yoka,gyr,,aipoka,poca (Hoeller 1932a:192),
LX001162,gyr,pokane'o,n,,,,po_2,gyr,8a1332eba62862a5610ba54abf48cc75,,-; pocâneo ? (Hoeller 1929:80),
pokasa,gyr,pokasa,n,,,,,gyr,,,"-; pocaza, patagui pocaza (Hoeller 1929:80)",
pokie,gyr,pokie,v,,,,mimboke,gyr,d83d90c36fd9c43b3d9ceafcbdcd4821,"aipokie, aipoke, aipoke pira","poquie, aipoquie (Hoeller 1932a:198); poquie, aipoquie (Hoeller 1929:83)",poke
LX001163,gyr,pokɨrï,n,,,,LX000512,gyr,0fc102da047f0e80f43e5a280107d66f,"che pokɨrï, che renapvrɨ kɨrï, che amokɨrï","poquìrĩ, poquỹrĩ (Hoeller 1932a:198); poquǐri - amongǐri (Hoeller 1929:83)",pokɨ̈rï
LX001164,gyr,pokɨtɨ,v,,,,,gyr,,aipokɨtɨ,"poquìtì, aipoquìtì (Hoeller 1932a:199); aipoquitǐ (Hoeller 1929:83)",
LX001165,gyr,pokɨ̈tä,n,,,,,gyr,,,poquỹtã (Hoeller 1932a:199); poquýtâ - amopoquýtâ (Hoeller 1929:83),
poko,gyr,poko,v,,,,,gyr,,apoko sese; aipoko,"poco, apoco zeze (Hoeller 1932a:192); poco - apoco (Hoeller 1929:81); aipoco (Hoeller 1929:81)",
pokoi,gyr,pokoi,v,,not confirmed,,,gyr,,,pocoi und poco (Hoeller 1932a:193),poko
pokoka,gyr,pokoka,n,,,,,gyr,,,"pococa, mbococa (Hoeller 1932a:193); pococa - ipococa oico oguata (Hoeller 1929:81)",mbokoka
LX001166,gyr,pokopɨ,n,,,,,gyr,026c99b1ef3ff40168e63fd4d8f84489,ipokopɨ,"pocopì, ipocopì (Hoeller 1932a:193); che pocopǐ = ndopaibae (Hoeller 1929:81)",
pokosu,gyr,pokosu,v,,,,,gyr,,,"pocozu, aipocozu (Hoeller 1932a:193); pocozu, aipocozu (Hoeller 1929:81)",aipokosu
pokupe,gyr,pokupe,n,,compound po 'hand' + kupe 'back',,kupe ; po_2,gyr,,,pocupe (Hoeller 1932a:193); pocupe = poapǐ (Hoeller 1929:81),
LX001167,gyr,poku'ei,n,,,,po_2,gyr,,che poku'ei,"pocuhei, che pocuhei (Hoeller 1932a:194); pocuhei, che pocúhei (Hoeller 1929:81)",
pokwa,gyr,pokwa,v,,,,po_2,gyr,fee22ac94f37ee3a9ca80a88ec799c75,"aipokwa, che pokwa, oropokwa, oroyepokwa (1PL.excl)","pocua, aipocua (Hoeller 1932a:193); aipocua - ayepocua (Hoeller 1929:81); pocua, che pocua epe ? (Hoeller 1929:81)",
pokwaa,gyr,pokwaa,v,,,,kwaa ; po_2,gyr,70127d5ea64cf4cc7d1632e73ae80e04,"aipokwaa, ayepokwa, che pokwaa",pocuaa (Hoeller 1932a:193); pocuaa ? (Hoeller 1929:81),pokwa
LX001168,gyr,pokwä,n,,only used in certain constructions: lit. hand-finger,,LX000583 ; po_2,gyr,,,põcuã (Hoeller 1932a:194),
LX001169,gyr,pomä,v,,not confirmed,,po_2,gyr,,aipomä,"pomã, aipomã (Hoeller 1932a:196)",poma
pomo,gyr,pomo,n,,,,,gyr,,,"pomo, mbae pomo, ipomobae (Hoeller 1932a:196); pomo, ipomobae - mbae pirer pomo (Hoeller 1929:82)",
pomombirusa,gyr,pomombirusa,n,,,,po_2,gyr,,,pomombiruza (Hoeller 1932a:197); po mombiruza = yepozuza (Hoeller 1929:82),
LX001170,gyr,pomombɨ,v,,contains po 'hand',,LX000675 ; po_2,gyr,6f3a6a8879139f81c7a4aba5d2c2fd1e,"aipomombi, ereipomombɨ, che pomombɨ (che = 1SG.O)","pomombì, che pomombì od. che poamombì (Hoeller 1932a:197); pomombǐ - aipomombǐ (Hoeller 1929:82)",
LX001171,gyr,pomopärä,n,,,,LX000700,gyr,0b9136b70eb4c7cb61ab134ce05b6d60,"ipomopärä, che po mopärä","pomopãrã, ipomopãrã (Hoeller 1932a:197)",
pomboi,gyr,pomboi,v,,,,po_2,gyr,,aipomboi,"pomboi, aipomboi (Hoeller 1932a:196)",
pomboya,gyr,pomboya,v,,,,mboya_1 ; po_2,gyr,,ayepomboya,"pomboya, ayepomboya (Hoeller 1932a:196); pomboya, ayepomboya (Hoeller 1929:82)",
LX001172,gyr,poñɨ,v,,,,,gyr,,apoñɨ̈,"poñỹ, apoñỹ guiguata (Hoeller 1932a:197); poñý, apoñý (Hoeller 1929:82)",
ponga,gyr,ponga,v,,not confirmed,,,gyr,,aiponga,"ponga, aiponga (Hoeller 1932a:197); ponga, aiponga (Hoeller 1929:82)",
popendar,gyr,popendar,n,,not confirmed with meanings of 'stick' or the carried child in the example,,,gyr,,"che popendar, ipopendar","popendar, che popendar (Hoeller 1932ː197) ;; mbopendar che popendar (Hoeller 1929:51) ; popendar (Hoeller 1929:83)",mbopendar
popete,gyr,popete,v,,,,po_2 ; yapete ; yepopete,gyr,eee356a6b16a5b3950d0bc1b4f9af05e,"che popete, che aipopete","popete, popeteza (Hoeller 1932a:197); popete, popeteza (Hoeller 1929:83)",
popi,gyr,popi,n,,apparently it basically means to throw something far (2019),,,gyr,,"che popi, ipopi","popi, che popi (Hoeller 1932a:197); popi, ipopi (Hoeller 1929:83)",
popiar,gyr,popiar,n,,used by the shamans,,popi,gyr,,,popiar (Hoeller 1932a:197); popiar (Hoeller 1929:83),
popichi,gyr,popichi,v,,,,,gyr,,aipopichi,"popichi, aipopichi (Hoeller 1932a:197); popichi, aipopichi (Hoeller 1929:83)",
popinda,gyr,popinda,n,,,,,gyr,,che popinda sese,"popinda, che popinda zeze (Hoeller 1932a:197); popinda, che popinda (Hoeller 1929:83)",
LX001173,gyr,popiräkwa,n,,nominalized construction used for comparative,,,gyr,,,popirãcuã (Hoeller 1932a:198),
LX001174,gyr,popɨ,n,,,,,gyr,,,popì (Hoeller 1932a:198); popǐ (Hoeller 1929:83),
LX001175,gyr,popɨi,adv,,,,,gyr,,,"popìi (Hoeller 1932a:198); popǐi, peyepǐcui popǐi (Hoeller 1929:83); -; popǐi, che popǐi (Hoeller 1929:83)",
LX001176,gyr,popɨro,v,,not confirmed,,LX001930,gyr,,aipopɨro,"-; pǐrô, aipopǐrô - ayepǐrô pǐrô ? (Hoeller 1929:78)",popɨ̈ro
LX001177,gyr,popɨsɨ,v,,,,,gyr,,aipopɨsɨ,"popìzì, aipopìzì (Hoeller 1932a:198); apopǐzǐ (Hoeller 1929:83)",
LX001178,gyr,popɨter,n,,,,po_2,gyr,,,popìter (Hoeller 1932a:198); popǐter (Hoeller 1929:83),
popu,gyr,popu,n,,,,,gyr,,,popu (Hoeller 1932a:198); popu (Hoeller 1929:83),
pora,gyr,pora,v,,,,,gyr,,aipora,"pora, aipora (Hoeller 1932a:199); ipora (Hoeller 1929:84)",
poraka,gyr,poraka,n,,,,,gyr,,,poraca (Hoeller 1932a:200); poraca (Hoeller 1929:84),
poramba,gyr,poramba,n,,,,,gyr,,,poramba (Hoeller 1932a:200); poramba (Hoeller 1929:84),
